school,college,major,entry_year,course_name,course_type,credits,hours,semester,total_credits
上海财经大学,信息管理与工程学院,电子商务,2025,数据仓库和OLAP,选修,2,,5,155
上海财经大学,信息管理与工程学院,电子商务,2025,计算机网络,选修,2,,5,155
上海财经大学,信息管理与工程学院,电子商务,2025,多元统计分析,选修,2,,5,155
上海财经大学,信息管理与工程学院,电子商务,2025,Web程序设计,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,决策仿真,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,财政学,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,机器学习,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,数据分析与可视化,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,商业分析与实践,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,信息(系统)资源管理,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,供应链与物流,选修,3,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,计量经济学,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,抽样技术,选修,2,,7,155
上海财经大学,信息管理与工程学院,电子商务,2025,电子商务技术,选修,2,,7,155
上海财经大学,信息管理与工程学院,电子商务,2025,深度学习,选修,3,,7,155
上海财经大学,信息管理与工程学院,电子商务,2025,文本挖掘技术,选修,3,,7,155
上海财经大学,信息管理与工程学院,电子商务,2025,动态规划,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,收益管理,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,电子商务管理,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,管理科学前沿问题专题研讨,选修,1,,7,155
上海财经大学,信息管理与工程学院,电子商务,2025,社交网络分析,选修,2,,5,155
上海财经大学,信息管理与工程学院,电子商务,2025,运营管理(信息学院),选修,2,,5,155
上海财经大学,信息管理与工程学院,电子商务,2025,大数据处理技术,选修,2,,6,155
上海财经大学,信息管理与工程学院,电子商务,2025,客户关系管理,选修,2,,7,155
上海财经大学,信息管理与工程学院,电子商务,2025,IT服务管理,选修,2,,7,155
上海财经大学,信息管理与工程学院,电子商务,2025,创业学,选修,3,,3,155
上海财经大学,信息管理与工程学院,电子商务,2025,创业与风险投资,选修,2,,4,155
上海财经大学,信息管理与工程学院,电子商务,2025,数字化时代的创新创业,选修,2,,4,155
上海财经大学,信息管理与工程学院,电子商务,2025,商业模式创新,选修,2,,4,155
上海财经大学,信息管理与工程学院,电子商务,2025,创业投资管理,选修,2,,5,155
上海财经大学,信息管理与工程学院,电子商务,2025,创业营销,选修,2,,5,155
上海财经大学,信息管理与工程学院,电子商务,2025,创业模拟,选修,3,,5,155
上海财经大学,信息管理与工程学院,电子商务,2025,创业领导力,选修,2,,5,155
上海财经大学,信息管理与工程学院,电子商务,2025,体育锻炼,选修,1,,,155
上海财经大学,信息管理与工程学院,电子商务,2025,实践教育,选修,12,,,155
上海财经大学,信息管理与工程学院,电子商务,2025,毕业论文,选修,4,,8,155
上海财经大学,信息管理与工程学院,电子商务,2025,毕业实习,选修,4,,8,155
